id,train_acc,val_acc,best_epoch,Neurons,loss_function,loss_precision,num_bits,weight_init_bits,low_precision_weights,activation_bits,vdecay,hidden_layer,out_layer,lr_hidden,lr_output,lr_scheduler,gradient_clip,train_activations,val_activations,train_activations_fb,train_batch_size,test_batch_size,fb_angle,fb_ratio,session_name,seed,epochs
18,0.10356,0.1591,15,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[500.0, 1000.0]","[2000.0, 4000.0]",3.0517578125e-05,4.0,none,0,"tensor([0.0045, 0.0227])","tensor([0.0372, 0.3706])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_18,100364571,50
105,0.76564,0.8079,47,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[6000.0, 12000.0]","[24000.0, 48000.0]",3.814697265625e-06,0.125,none,512,"tensor([16.0210,  4.6642])","tensor([16.4834,  4.5048])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_105,100364571,50
70,0.7121,0.7698,12,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[6000.0, 12000.0]","[24000.0, 48000.0]",0.000244140625,0.125,none,2048,"tensor([14.4383,  4.5772])","tensor([14.5627,  4.7529])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_70,100364571,50
37,0.64606,0.8255,25,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[500.0, 1000.0]","[2000.0, 4000.0]",3.814697265625e-06,4.0,none,0,"tensor([2.0687, 3.0760])","tensor([2.4319, 4.1610])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_37,100364571,50
25,0.1302,0.205,5,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[500.0, 1000.0]","[2000.0, 4000.0]",3.0517578125e-05,0.5,none,0,"tensor([1.1996, 1.0944])","tensor([1.2160, 0.7373])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_25,100364571,50
84,0.69302,0.7871,0,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[6000.0, 12000.0]","[24000.0, 48000.0]",3.0517578125e-05,0.125,none,0,"tensor([16.1712,  3.9550])","tensor([16.1681,  4.5104])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_84,100364571,50
98,0.79562,0.8293,18,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[6000.0, 12000.0]","[24000.0, 48000.0]",3.814697265625e-06,0.5,none,512,"tensor([15.8885,  4.9277])","tensor([16.1956,  4.7976])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_98,100364571,50
66,0.09956,0.1809,29,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[6000.0, 12000.0]","[24000.0, 48000.0]",0.000244140625,0.125,none,0,"tensor([2.9049, 1.0019])","tensor([5.2006, 1.2056])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_66,100364571,50
90,0.4482,0.5271,8,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[6000.0, 12000.0]","[24000.0, 48000.0]",3.814697265625e-06,4.0,none,0,"tensor([12.3068,  2.9353])","tensor([12.5586,  2.5149])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_90,100364571,50
101,0.76138,0.8023,47,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[6000.0, 12000.0]","[24000.0, 48000.0]",3.814697265625e-06,0.5,none,2048,"tensor([17.0471,  4.5789])","tensor([17.3542,  4.5819])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_101,100364571,50
27,0.90854,0.9579,44,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[500.0, 1000.0]","[2000.0, 4000.0]",3.0517578125e-05,0.5,none,512,"tensor([35.6128,  5.5945])","tensor([35.9105,  7.1875])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_27,100364571,50
7,0.10188,0.0991,0,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[500.0, 1000.0]","[2000.0, 4000.0]",0.000244140625,0.5,none,0,"tensor([5.7189, 0.0000])","tensor([5.5911, 0.0000])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_7,100364571,50
89,0.73932,0.7907,22,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[6000.0, 12000.0]","[24000.0, 48000.0]",3.0517578125e-05,0.125,none,2048,"tensor([14.7666,  4.6685])","tensor([15.0343,  4.6047])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_89,100364571,50
56,0.73434,0.7818,37,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[6000.0, 12000.0]","[24000.0, 48000.0]",0.000244140625,4.0,none,512,"tensor([14.3766,  4.7608])","tensor([14.7951,  4.0766])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_56,100364571,50
23,0.93012,0.9379,35,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[500.0, 1000.0]","[2000.0, 4000.0]",3.0517578125e-05,4.0,none,2048,"tensor([4.6907, 5.3163])","tensor([4.6237, 5.3230])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_23,100364571,50
106,0.79322,0.8316,13,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[6000.0, 12000.0]","[24000.0, 48000.0]",3.814697265625e-06,0.125,none,2048,"tensor([15.9016,  4.5831])","tensor([16.2891,  4.4069])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_106,100364571,50
60,0.14448,0.2123,0,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[6000.0, 12000.0]","[24000.0, 48000.0]",0.000244140625,0.5,none,0,"tensor([3.6782, 1.0446])","tensor([5.4388, 1.0307])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_60,100364571,50
46,0.92324,0.9326,40,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[500.0, 1000.0]","[2000.0, 4000.0]",3.814697265625e-06,0.5,none,2048,"tensor([6.3542, 5.2590])","tensor([6.2433, 5.4268])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_46,100364571,50
82,0.70686,0.7541,3,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[6000.0, 12000.0]","[24000.0, 48000.0]",3.0517578125e-05,0.5,none,2048,"tensor([14.4568,  4.8037])","tensor([14.4866,  6.1820])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_82,100364571,50
14,0.97836,0.9647,48,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[500.0, 1000.0]","[2000.0, 4000.0]",0.000244140625,0.125,none,512,"tensor([18.4184,  5.3075])","tensor([17.8313,  5.7530])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_14,100364571,50
21,0.91984,0.9499,44,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[500.0, 1000.0]","[2000.0, 4000.0]",3.0517578125e-05,4.0,none,512,"tensor([29.7956,  5.5744])","tensor([29.8111,  8.3267])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_21,100364571,50
8,0.98256,0.9622,46,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[500.0, 1000.0]","[2000.0, 4000.0]",0.000244140625,0.5,none,512,"tensor([11.7309,  5.2116])","tensor([11.4094,  5.7662])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_8,100364571,50
44,0.92998,0.9386,31,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[500.0, 1000.0]","[2000.0, 4000.0]",3.814697265625e-06,0.5,none,512,"tensor([21.2044,  5.1839])","tensor([21.1994,  6.0929])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_44,100364571,50
28,0.97736,0.9634,44,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[500.0, 1000.0]","[2000.0, 4000.0]",3.0517578125e-05,0.5,none,2048,"tensor([4.7635, 5.0283])","tensor([4.8655, 5.1524])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_28,100364571,50
87,0.78878,0.8138,1,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[6000.0, 12000.0]","[24000.0, 48000.0]",3.0517578125e-05,0.125,none,512,"tensor([15.7319,  4.9027])","tensor([15.0846,  4.6059])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_87,100364571,50
58,0.68326,0.7292,18,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[6000.0, 12000.0]","[24000.0, 48000.0]",0.000244140625,4.0,none,2048,"tensor([14.3477,  5.0131])","tensor([15.2045,  3.8471])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_58,100364571,50
19,0.12288,0.1699,18,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[500.0, 1000.0]","[2000.0, 4000.0]",3.0517578125e-05,4.0,none,0,"tensor([0.0437, 0.2008])","tensor([0.0503, 0.3847])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_19,100364571,50
85,0.67068,0.7782,0,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[6000.0, 12000.0]","[24000.0, 48000.0]",3.0517578125e-05,0.125,none,0,"tensor([15.5024,  3.9024])","tensor([16.0230,  4.6560])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_85,100364571,50
96,0.54708,0.667,16,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[6000.0, 12000.0]","[24000.0, 48000.0]",3.814697265625e-06,0.5,none,0,"tensor([15.2268,  3.6539])","tensor([15.4047,  4.9911])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_96,100364571,50
64,0.67512,0.7532,40,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[6000.0, 12000.0]","[24000.0, 48000.0]",0.000244140625,0.5,none,2048,"tensor([14.1251,  4.5802])","tensor([14.1293,  6.1358])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_64,100364571,50
93,0.78166,0.818,41,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[6000.0, 12000.0]","[24000.0, 48000.0]",3.814697265625e-06,4.0,none,512,"tensor([16.2588,  4.8456])","tensor([16.4981,  4.6084])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_93,100364571,50
43,0.77042,0.9085,30,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[500.0, 1000.0]","[2000.0, 4000.0]",3.814697265625e-06,0.5,none,0,"tensor([5.3839, 4.0460])","tensor([5.8966, 6.7903])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_43,100364571,50
36,0.81352,0.8922,43,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[500.0, 1000.0]","[2000.0, 4000.0]",3.814697265625e-06,4.0,none,0,"tensor([1.7930, 4.0541])","tensor([1.7961, 4.7454])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_36,100364571,50
12,0.70712,0.8422,35,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[500.0, 1000.0]","[2000.0, 4000.0]",0.000244140625,0.125,none,0,"tensor([2.0180, 4.9727])","tensor([2.1218, 4.4370])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_12,100364571,50
34,0.97944,0.9644,49,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[500.0, 1000.0]","[2000.0, 4000.0]",3.0517578125e-05,0.125,none,2048,"tensor([8.0016, 5.0332])","tensor([7.9250, 5.1178])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_34,100364571,50
69,0.7754,0.8,1,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[6000.0, 12000.0]","[24000.0, 48000.0]",0.000244140625,0.125,none,512,"tensor([15.9852,  4.7613])","tensor([15.3371,  5.0943])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_69,100364571,50
91,0.41548,0.509,10,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[6000.0, 12000.0]","[24000.0, 48000.0]",3.814697265625e-06,4.0,none,0,"tensor([23.8135,  2.6508])","tensor([24.1780,  3.1898])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_91,100364571,50
81,0.7672,0.7881,1,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[6000.0, 12000.0]","[24000.0, 48000.0]",3.0517578125e-05,0.5,none,512,"tensor([15.6341,  4.8218])","tensor([15.0491,  4.4007])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_81,100364571,50
4,0.95362,0.9446,47,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[500.0, 1000.0]","[2000.0, 4000.0]",0.000244140625,4.0,none,2048,"tensor([2.8474, 5.1778])","tensor([2.9768, 5.5979])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_4,100364571,50
50,0.92624,0.9422,37,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[500.0, 1000.0]","[2000.0, 4000.0]",3.814697265625e-06,0.125,none,512,"tensor([25.1927,  5.2431])","tensor([25.3758,  6.5071])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_50,100364571,50
15,0.97222,0.9652,48,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[500.0, 1000.0]","[2000.0, 4000.0]",0.000244140625,0.125,none,512,"tensor([19.7778,  5.3542])","tensor([19.6669,  6.2760])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_15,100364571,50
63,0.76578,0.7875,6,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[6000.0, 12000.0]","[24000.0, 48000.0]",0.000244140625,0.5,none,512,"tensor([14.7112,  4.9256])","tensor([14.7124,  4.7983])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_63,100364571,50
20,0.95448,0.9512,28,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[500.0, 1000.0]","[2000.0, 4000.0]",3.0517578125e-05,4.0,none,512,"tensor([19.6680,  5.2928])","tensor([20.0401,  6.0906])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_20,100364571,50
74,0.75922,0.7798,1,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[6000.0, 12000.0]","[24000.0, 48000.0]",3.0517578125e-05,4.0,none,512,"tensor([15.1366,  4.7670])","tensor([14.7352,  4.6163])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_74,100364571,50
53,0.90312,0.9333,46,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[500.0, 1000.0]","[2000.0, 4000.0]",3.814697265625e-06,0.125,none,2048,"tensor([11.8336,  5.0970])","tensor([11.8792,  5.1313])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_53,100364571,50
22,0.96392,0.948,48,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[500.0, 1000.0]","[2000.0, 4000.0]",3.0517578125e-05,4.0,none,2048,"tensor([2.9179, 5.1337])","tensor([2.9290, 4.9891])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_22,100364571,50
51,0.83366,0.9325,33,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[500.0, 1000.0]","[2000.0, 4000.0]",3.814697265625e-06,0.125,none,512,"tensor([45.5600,  5.6709])","tensor([46.1172,  9.3384])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_51,100364571,50
39,0.79524,0.9434,36,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[500.0, 1000.0]","[2000.0, 4000.0]",3.814697265625e-06,4.0,none,512,"tensor([58.6789,  5.6139])","tensor([59.5884,  9.3125])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_39,100364571,50
48,0.91664,0.9349,42,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[500.0, 1000.0]","[2000.0, 4000.0]",3.814697265625e-06,0.125,none,0,"tensor([8.8727, 5.0027])","tensor([8.8336, 4.9001])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_48,100364571,50
47,0.9034,0.9302,23,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[500.0, 1000.0]","[2000.0, 4000.0]",3.814697265625e-06,0.5,none,2048,"tensor([7.2716, 5.2119])","tensor([7.1814, 5.6111])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_47,100364571,50
32,0.96556,0.9548,49,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[500.0, 1000.0]","[2000.0, 4000.0]",3.0517578125e-05,0.125,none,512,"tensor([27.1396,  5.3561])","tensor([26.8962,  6.5345])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_32,100364571,50
30,0.9633,0.9624,41,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[500.0, 1000.0]","[2000.0, 4000.0]",3.0517578125e-05,0.125,none,0,"tensor([5.0292, 5.0133])","tensor([4.9798, 4.9762])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_30,100364571,50
97,0.46502,0.5319,47,[100],"('random', (-1, 2))",128,16,16,11,15,0.5,"[6000.0, 12000.0]","[24000.0, 48000.0]",3.814697265625e-06,0.5,none,0,"tensor([24.8923,  3.3370])","tensor([25.2906,  2.8106])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_16_16_11_transposed_loss_direct_100364571_exp_id_97,100364571,50
