id,snn_params,seed,epochs,train_acc,val_acc,best_epoch,train_activations_fb,train_activations,fb_angle,fb_ratio,session_name
199,"{'out_layer': (0.5, 62.5, 125.0, 1.0, 1.0, -2, 9.5367431640625e-07), 'hidden_layer': [(0.5, 125.0, 250.0, 1.0, -12, 3.814697265625e-06)]}",100364571,50,0.09109857773418342,0.10512367491166077,42,"tensor([nan, nan])","tensor([30.9714,  0.0828])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_199
1,"{'out_layer': (0.5, 15.625, 31.25, 1.0, 1.0, -2, 9.5367431640625e-07), 'hidden_layer': [(0.5, 15.625, 31.25, 1.0, -12, 3.814697265625e-06)]}",100364571,50,0.07417851888180481,0.0812720848056537,8,"tensor([nan, nan])","tensor([18.9416,  0.1050])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_1
76,"{'out_layer': (0.5, 4000.0, 8000.0, 1.0, 1.0, -2, 9.5367431640625e-07), 'hidden_layer': [(0.5, 15.625, 31.25, 1.0, -16, 3.814697265625e-06)]}",100364571,50,0.26471309465424225,0.3299469964664311,49,"tensor([nan, nan])","tensor([22.8591,  0.5234])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_76
21,"{'out_layer': (0.5, 62.5, 125.0, 1.0, 1.0, 0, 9.5367431640625e-07), 'hidden_layer': [(0.5, 15.625, 31.25, 1.0, -16, 3.814697265625e-06)]}",100364571,50,0.2951201569396763,0.26899293286219084,36,"tensor([nan, nan])","tensor([6.5307, 0.6008])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_21
19,"{'out_layer': (0.5, 62.5, 125.0, 1.0, 1.0, -2, 9.5367431640625e-07), 'hidden_layer': [(0.5, 15.625, 31.25, 1.0, -12, 3.814697265625e-06)]}",100364571,50,0.1467631191760667,0.14620141342756185,49,"tensor([nan, nan])","tensor([16.8277,  0.1928])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_19
92,"{'out_layer': (0.5, 15.625, 31.25, 1.0, 1.0, -4, 9.5367431640625e-07), 'hidden_layer': [(0.5, 62.5, 125.0, 1.0, -12, 3.814697265625e-06)]}",100364571,50,0.09330554193231977,0.09673144876325088,24,"tensor([nan, nan])","tensor([33.2421,  0.0799])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_92
49,"{'out_layer': (0.5, 2000.0, 4000.0, 1.0, 1.0, -2, 9.5367431640625e-07), 'hidden_layer': [(0.5, 250.0, 500.0, 1.0, -16, 3.814697265625e-06)]}",100364571,50,0.3002697400686611,0.3206713780918728,44,"tensor([nan, nan])","tensor([9.7398, 0.5279])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_49
116,"{'out_layer': (0.5, 62.5, 125.0, 1.0, 1.0, -4, 9.5367431640625e-07), 'hidden_layer': [(0.5, 62.5, 125.0, 1.0, -20, 3.814697265625e-06)]}",100364571,50,0.05272192251103482,0.07420494699646643,0,"tensor([nan, nan])","tensor([40.0831,  1.9006])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_116
85,"{'out_layer': (0.5, 64000, 128000, 1.0, 1.0, -2, 9.5367431640625e-07), 'hidden_layer': [(0.5, 250.0, 500.0, 1.0, -16, 3.814697265625e-06)]}",100364571,50,0.13425698871996075,0.2124558303886926,40,"tensor([nan, nan])","tensor([56.9353,  0.4967])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_85
8,"{'out_layer': (0.5, 15.625, 31.25, 1.0, 1.0, -4, 9.5367431640625e-07), 'hidden_layer': [(0.5, 15.625, 31.25, 1.0, -20, 3.814697265625e-06)]}",100364571,50,0.054561059342815105,0.07376325088339222,3,"tensor([nan, nan])","tensor([48.4017,  0.4337])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_8
114,"{'out_layer': (0.5, 62.5, 125.0, 1.0, 1.0, 0, 9.5367431640625e-07), 'hidden_layer': [(0.5, 62.5, 125.0, 1.0, -20, 3.814697265625e-06)]}",100364571,50,0.12297694948504169,0.1338339222614841,49,"tensor([nan, nan])","tensor([34.6190,  0.0796])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_114
117,"{'out_layer': (0.5, 1000.0, 2000.0, 1.0, 1.0, 0, 9.5367431640625e-07), 'hidden_layer': [(0.5, 1000.0, 2000.0, 1.0, -12, 3.814697265625e-06)]}",100364571,50,0.04879843060323688,0.05918727915194346,44,"tensor([nan, nan])","tensor([5.6417, 0.0120])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_117
44,"{'out_layer': (0.5, 125.0, 250.0, 1.0, 1.0, -4, 9.5367431640625e-07), 'hidden_layer': [(0.5, 15.625, 31.25, 1.0, -20, 3.814697265625e-06)]}",100364571,50,0.0767533104462972,0.09231448763250884,48,"tensor([nan, nan])","tensor([75.1721,  0.1786])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_44
143,"{'out_layer': (0.5, 2000.0, 4000.0, 1.0, 1.0, -4, 9.5367431640625e-07), 'hidden_layer': [(0.5, 1000.0, 2000.0, 1.0, -20, 3.814697265625e-06)]}",100364571,50,0.1954389406571849,0.22393992932862192,27,"tensor([nan, nan])","tensor([76.0592,  0.5536])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_143
213,"{'out_layer': (0.5, 1000.0, 2000.0, 1.0, 1.0, 0, 9.5367431640625e-07), 'hidden_layer': [(0.5, 2000.0, 4000.0, 1.0, -20, 3.814697265625e-06)]}",100364571,50,0.26508092202059835,0.2751766784452297,44,"tensor([nan, nan])","tensor([24.2181,  0.5292])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_213
220,"{'out_layer': (0.5, 125.0, 250.0, 1.0, 1.0, -2, 9.5367431640625e-07), 'hidden_layer': [(0.5, 125.0, 250.0, 1.0, -16, 3.814697265625e-06)]}",100364571,50,0.2491417361451692,0.2840106007067138,17,"tensor([nan, nan])","tensor([6.4209, 0.6724])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_220
48,"{'out_layer': (0.5, 2000.0, 4000.0, 1.0, 1.0, 0, 9.5367431640625e-07), 'hidden_layer': [(0.5, 250.0, 500.0, 1.0, -16, 3.814697265625e-06)]}",100364571,50,0.306154977930358,0.3542402826855124,44,"tensor([nan, nan])","tensor([6.2274, 0.5682])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_48
39,"{'out_layer': (0.5, 125.0, 250.0, 1.0, 1.0, 0, 9.5367431640625e-07), 'hidden_layer': [(0.5, 15.625, 31.25, 1.0, -16, 3.814697265625e-06)]}",100364571,50,0.3325159391858754,0.299469964664311,46,"tensor([nan, nan])","tensor([9.9968, 0.6857])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_39
128,"{'out_layer': (0.5, 125.0, 250.0, 1.0, 1.0, -4, 9.5367431640625e-07), 'hidden_layer': [(0.5, 62.5, 125.0, 1.0, -12, 3.814697265625e-06)]}",100364571,50,0.11500735654732712,0.14045936395759717,44,"tensor([nan, nan])","tensor([30.3730,  0.1827])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_128
101,"{'out_layer': (0.5, 250.0, 500.0, 1.0, 1.0, -4, 9.5367431640625e-07), 'hidden_layer': [(0.5, 1000.0, 2000.0, 1.0, -12, 3.814697265625e-06)]}",100364571,50,0.10029426189308485,0.12941696113074205,33,"tensor([nan, nan])","tensor([34.4867,  0.1230])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_101
20,"{'out_layer': (0.5, 62.5, 125.0, 1.0, 1.0, -4, 9.5367431640625e-07), 'hidden_layer': [(0.5, 15.625, 31.25, 1.0, -12, 3.814697265625e-06)]}",100364571,50,0.1331535066208926,0.15724381625441697,21,"tensor([nan, nan])","tensor([17.5670,  0.2309])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_20
107,"{'out_layer': (0.5, 250.0, 500.0, 1.0, 1.0, -4, 9.5367431640625e-07), 'hidden_layer': [(0.5, 1000.0, 2000.0, 1.0, -20, 3.814697265625e-06)]}",100364571,50,0.17753800882785678,0.18153710247349825,15,"tensor([nan, nan])","tensor([69.8701,  0.5155])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_107
157,"{'out_layer': (0.5, 16000.0, 32000.0, 1.0, 1.0, -2, 9.5367431640625e-07), 'hidden_layer': [(0.5, 1000.0, 2000.0, 1.0, -16, 3.814697265625e-06)]}",100364571,50,0.23749386954389407,0.2910777385159011,47,"tensor([nan, nan])","tensor([23.4628,  0.5038])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_157
173,"{'out_layer': (0.5, 64000, 128000, 1.0, 1.0, -4, 9.5367431640625e-07), 'hidden_layer': [(0.5, 1000.0, 2000.0, 1.0, -12, 3.814697265625e-06)]}",100364571,50,0.0657184894556155,0.10644876325088339,24,"tensor([nan, nan])","tensor([55.0366,  0.5001])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_173
183,"{'out_layer': (0.5, 15.625, 31.25, 1.0, 1.0, 0, 9.5367431640625e-07), 'hidden_layer': [(0.5, 125.0, 250.0, 1.0, -16, 3.814697265625e-06)]}",100364571,50,0.2713339872486513,0.23498233215547704,48,"tensor([nan, nan])","tensor([2.9188, 0.4818])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_183
27,"{'out_layer': (0.5, 1000.0, 2000.0, 1.0, 1.0, 0, 9.5367431640625e-07), 'hidden_layer': [(0.5, 250.0, 500.0, 1.0, -12, 3.814697265625e-06)]}",100364571,50,0.051128003923491906,0.04549469964664311,0,"tensor([nan, nan])","tensor([18.9920,  0.0000])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_27
6,"{'out_layer': (0.5, 15.625, 31.25, 1.0, 1.0, 0, 9.5367431640625e-07), 'hidden_layer': [(0.5, 15.625, 31.25, 1.0, -20, 3.814697265625e-06)]}",100364571,50,0.05566454144188328,0.05874558303886926,1,"tensor([nan, nan])","tensor([41.7093,  0.1255])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_6
18,"{'out_layer': (0.5, 62.5, 125.0, 1.0, 1.0, 0, 9.5367431640625e-07), 'hidden_layer': [(0.5, 15.625, 31.25, 1.0, -12, 3.814697265625e-06)]}",100364571,50,0.10679254536537518,0.0896643109540636,46,"tensor([nan, nan])","tensor([7.9293, 0.1139])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_18
202,"{'out_layer': (0.5, 62.5, 125.0, 1.0, 1.0, -2, 9.5367431640625e-07), 'hidden_layer': [(0.5, 125.0, 250.0, 1.0, -16, 3.814697265625e-06)]}",100364571,50,0.3165767533104463,0.28136042402826855,46,"tensor([nan, nan])","tensor([12.6706,  0.5985])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_202
200,"{'out_layer': (0.5, 62.5, 125.0, 1.0, 1.0, -4, 9.5367431640625e-07), 'hidden_layer': [(0.5, 125.0, 250.0, 1.0, -12, 3.814697265625e-06)]}",100364571,50,0.10789602746444335,0.12765017667844522,36,"tensor([nan, nan])","tensor([33.9689,  0.1314])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_200
62,"{'out_layer': (0.5, 1000.0, 2000.0, 1.0, 1.0, -4, 9.5367431640625e-07), 'hidden_layer': [(0.5, 15.625, 31.25, 1.0, -20, 3.814697265625e-06)]}",100364571,50,0.09122118685630211,0.13869257950530034,35,"tensor([nan, nan])","tensor([84.5130,  0.1289])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_62
82,"{'out_layer': (0.5, 64000, 128000, 1.0, 1.0, -2, 9.5367431640625e-07), 'hidden_layer': [(0.5, 250.0, 500.0, 1.0, -12, 3.814697265625e-06)]}",100364571,50,0.0784698381559588,0.10512367491166077,40,"tensor([nan, nan])","tensor([47.2096,  0.4954])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_82
165,"{'out_layer': (0.5, 4000.0, 8000.0, 1.0, 1.0, 0, 9.5367431640625e-07), 'hidden_layer': [(0.5, 62.5, 125.0, 1.0, -16, 3.814697265625e-06)]}",100364571,50,0.3239333006375674,0.35159010600706714,48,"tensor([nan, nan])","tensor([10.1153,  0.5550])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_165
37,"{'out_layer': (0.5, 125.0, 250.0, 1.0, 1.0, -2, 9.5367431640625e-07), 'hidden_layer': [(0.5, 15.625, 31.25, 1.0, -12, 3.814697265625e-06)]}",100364571,50,0.131436978911231,0.16386925795053003,33,"tensor([nan, nan])","tensor([12.4078,  0.2304])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_37
167,"{'out_layer': (0.5, 4000.0, 8000.0, 1.0, 1.0, -4, 9.5367431640625e-07), 'hidden_layer': [(0.5, 62.5, 125.0, 1.0, -16, 3.814697265625e-06)]}",100364571,50,0.2501226091221187,0.2968197879858657,44,"tensor([nan, nan])","tensor([34.7716,  0.5232])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_167
91,"{'out_layer': (0.5, 15.625, 31.25, 1.0, 1.0, -2, 9.5367431640625e-07), 'hidden_layer': [(0.5, 62.5, 125.0, 1.0, -12, 3.814697265625e-06)]}",100364571,50,0.08386463952918097,0.08480565371024736,47,"tensor([nan, nan])","tensor([36.5690,  0.0430])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_91
138,"{'out_layer': (0.5, 2000.0, 4000.0, 1.0, 1.0, 0, 9.5367431640625e-07), 'hidden_layer': [(0.5, 1000.0, 2000.0, 1.0, -16, 3.814697265625e-06)]}",100364571,50,0.32454634624816087,0.34496466431095407,49,"tensor([nan, nan])","tensor([6.0053, 0.5671])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_138
97,"{'out_layer': (0.5, 15.625, 31.25, 1.0, 1.0, -2, 9.5367431640625e-07), 'hidden_layer': [(0.5, 62.5, 125.0, 1.0, -20, 3.814697265625e-06)]}",100364571,50,0.05259931338891614,0.06890459363957598,0,"tensor([nan, nan])","tensor([40.8053,  1.9362])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_97
56,"{'out_layer': (0.5, 1000.0, 2000.0, 1.0, 1.0, -4, 9.5367431640625e-07), 'hidden_layer': [(0.5, 15.625, 31.25, 1.0, -12, 3.814697265625e-06)]}",100364571,50,0.13008827856792546,0.15415194346289754,29,"tensor([nan, nan])","tensor([17.5770,  0.5502])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_56
16,"{'out_layer': (0.5, 250.0, 500.0, 1.0, 1.0, -2, 9.5367431640625e-07), 'hidden_layer': [(0.5, 250.0, 500.0, 1.0, -20, 3.814697265625e-06)]}",100364571,50,0.15080922020598334,0.15415194346289754,11,"tensor([nan, nan])","tensor([46.1979,  0.2740])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_16
33,"{'out_layer': (0.5, 1000.0, 2000.0, 1.0, 1.0, 0, 9.5367431640625e-07), 'hidden_layer': [(0.5, 250.0, 500.0, 1.0, -20, 3.814697265625e-06)]}",100364571,50,0.23528690534575772,0.2676678445229682,46,"tensor([nan, nan])","tensor([31.0419,  0.5104])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_33
87,"{'out_layer': (0.5, 64000, 128000, 1.0, 1.0, 0, 9.5367431640625e-07), 'hidden_layer': [(0.5, 250.0, 500.0, 1.0, -20, 3.814697265625e-06)]}",100364571,50,0.24754781755762628,0.30962897526501765,39,"tensor([nan, nan])","tensor([40.5691,  0.5182])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_87
217,"{'out_layer': (0.5, 125.0, 250.0, 1.0, 1.0, -2, 9.5367431640625e-07), 'hidden_layer': [(0.5, 125.0, 250.0, 1.0, -12, 3.814697265625e-06)]}",100364571,50,0.061304561059342816,0.08568904593639576,18,"tensor([nan, nan])","tensor([28.9559,  0.0489])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_217
7,"{'out_layer': (0.5, 15.625, 31.25, 1.0, 1.0, -2, 9.5367431640625e-07), 'hidden_layer': [(0.5, 15.625, 31.25, 1.0, -20, 3.814697265625e-06)]}",100364571,50,0.05480627758705248,0.06934628975265017,0,"tensor([nan, nan])","tensor([39.1007,  3.1478])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_7
194,"{'out_layer': (0.5, 250.0, 500.0, 1.0, 1.0, -4, 9.5367431640625e-07), 'hidden_layer': [(0.5, 2000.0, 4000.0, 1.0, -16, 3.814697265625e-06)]}",100364571,50,0.31020107896027466,0.2941696113074205,49,"tensor([nan, nan])","tensor([10.6714,  0.6527])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_194
142,"{'out_layer': (0.5, 2000.0, 4000.0, 1.0, 1.0, -2, 9.5367431640625e-07), 'hidden_layer': [(0.5, 1000.0, 2000.0, 1.0, -20, 3.814697265625e-06)]}",100364571,50,0.20782246199117213,0.2420494699646643,48,"tensor([nan, nan])","tensor([50.7260,  0.5036])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_142
23,"{'out_layer': (0.5, 62.5, 125.0, 1.0, 1.0, -4, 9.5367431640625e-07), 'hidden_layer': [(0.5, 15.625, 31.25, 1.0, -16, 3.814697265625e-06)]}",100364571,50,0.20671897989210397,0.22924028268551236,47,"tensor([nan, nan])","tensor([20.8532,  0.4117])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_23
98,"{'out_layer': (0.5, 15.625, 31.25, 1.0, 1.0, -4, 9.5367431640625e-07), 'hidden_layer': [(0.5, 62.5, 125.0, 1.0, -20, 3.814697265625e-06)]}",100364571,50,0.057381069151544874,0.06846289752650177,2,"tensor([nan, nan])","tensor([55.4183,  0.4846])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_98
3,"{'out_layer': (0.5, 15.625, 31.25, 1.0, 1.0, 0, 9.5367431640625e-07), 'hidden_layer': [(0.5, 15.625, 31.25, 1.0, -16, 3.814697265625e-06)]}",100364571,50,0.17766061794997548,0.19390459363957596,48,"tensor([nan, nan])","tensor([3.1512, 0.3403])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_3
169,"{'out_layer': (0.5, 4000.0, 8000.0, 1.0, 1.0, -2, 9.5367431640625e-07), 'hidden_layer': [(0.5, 62.5, 125.0, 1.0, -20, 3.814697265625e-06)]}",100364571,50,0.21383030897498773,0.23498233215547704,32,"tensor([nan, nan])","tensor([61.8375,  0.5333])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_169
73,"{'out_layer': (0.5, 4000.0, 8000.0, 1.0, 1.0, -2, 9.5367431640625e-07), 'hidden_layer': [(0.5, 15.625, 31.25, 1.0, -12, 3.814697265625e-06)]}",100364571,50,0.11243256498283473,0.16784452296819788,25,"tensor([nan, nan])","tensor([9.0303, 0.4932])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_73
64,"{'out_layer': (0.5, 16000.0, 32000.0, 1.0, 1.0, -2, 9.5367431640625e-07), 'hidden_layer': [(0.5, 250.0, 500.0, 1.0, -12, 3.814697265625e-06)]}",100364571,50,0.10642471799901913,0.1978798586572438,28,"tensor([nan, nan])","tensor([24.3295,  0.5097])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_64
176,"{'out_layer': (0.5, 64000, 128000, 1.0, 1.0, -4, 9.5367431640625e-07), 'hidden_layer': [(0.5, 1000.0, 2000.0, 1.0, -16, 3.814697265625e-06)]}",100364571,50,0.08754291319274154,0.127208480565371,36,"tensor([nan, nan])","tensor([62.6222,  0.5296])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_176
89,"{'out_layer': (0.5, 64000, 128000, 1.0, 1.0, -4, 9.5367431640625e-07), 'hidden_layer': [(0.5, 250.0, 500.0, 1.0, -20, 3.814697265625e-06)]}",100364571,50,0.1321726336439431,0.17446996466431094,40,"tensor([nan, nan])","tensor([91.3168,  0.5081])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_89
17,"{'out_layer': (0.5, 250.0, 500.0, 1.0, 1.0, -4, 9.5367431640625e-07), 'hidden_layer': [(0.5, 250.0, 500.0, 1.0, -20, 3.814697265625e-06)]}",100364571,50,0.10752820009808729,0.13162544169611307,20,"tensor([nan, nan])","tensor([80.5985,  0.2157])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_17
131,"{'out_layer': (0.5, 125.0, 250.0, 1.0, 1.0, -4, 9.5367431640625e-07), 'hidden_layer': [(0.5, 62.5, 125.0, 1.0, -16, 3.814697265625e-06)]}",100364571,50,0.24791564492398235,0.23454063604240283,48,"tensor([nan, nan])","tensor([31.8013,  0.6796])",0,0,grid_search_shd_int/mnist_biograd_quant_1_layers_int_16_16_8_transposed_loss_direct_frames_10_time_100364571_exp_shd_int_131
