id,train_acc,val_acc,best_epoch,Neurons,loss_function,loss_precision,num_bits,weight_init_bits,low_precision_weights,activation_bits,vdecay,vedecay_rec,hidden_layer,out_layer,lr_hidden,lr_hidden_rec,lr_output,lr_scheduler,gradient_clip,fw_factor,rec_factor,data_params,train_activations,val_activations,train_activations_fb,train_batch_size,test_batch_size,fb_angle,fb_ratio,session_name,seed,epochs,weight_decay
162,0.2387199607650809,0.2919611307420495,45,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,2.0,none,0,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([4.8129, 4.9973])","tensor([4.8413, 4.7770])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_416302576_exp_id_162,416302576,50,False?
43,0.6308239333006376,0.6360424028268551,34,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,2.0,cosine,128,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([29.4552,  5.5323])","tensor([30.1672,  5.7299])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_210342476_exp_id_43,210342476,50,False?
159,0.4435998038254046,0.5304770318021201,45,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,0.5,cosine,0,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([15.0483,  5.5877])","tensor([15.0181,  5.6865])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_980342676_exp_id_159,980342676,50,False?
86,0.5937959784207945,0.6002650176678446,19,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,0.5,decay,256,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([27.0723,  5.5489])","tensor([27.1713,  5.3530])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_642731685_exp_id_86,642731685,50,False?
15,0.5805541932319764,0.5675795053003534,28,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,0.5,cosine,0,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([20.0061,  5.7338])","tensor([20.6932,  5.8935])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_15,100364571,50,False?
161,0.6159882295242766,0.6409010600706714,21,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,0.5,cosine,256,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([27.2960,  5.5342])","tensor([28.2867,  5.8430])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_980342676_exp_id_161,980342676,50,False?
47,0.6136586562040216,0.6174911660777385,25,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,0.5,none,256,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([29.6279,  5.5376])","tensor([31.3921,  6.3293])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_210342476_exp_id_47,210342476,50,False?
110,0.6527709661598823,0.6431095406360424,49,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,2.0,none,256,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([31.0380,  5.5756])","tensor([32.1735,  5.7035])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_613427981_exp_id_110,613427981,50,False?
157,0.5881559588033349,0.6210247349823321,38,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,0.5,decay,128,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([29.3713,  5.5404])","tensor([30.5074,  6.0764])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_980342676_exp_id_157,980342676,50,False?
126,0.1959293771456596,0.2835689045936396,8,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,2.0,none,0,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([4.7752, 4.8590])","tensor([4.7476, 2.8755])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_301420567_exp_id_126,301420567,50,False?
172,0.5993133889161354,0.6267667844522968,20,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,0.5,none,128,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([29.7231,  5.4915])","tensor([31.3518,  5.9953])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_416302576_exp_id_172,416302576,50,False?
37,0.6254291319274154,0.6280918727915195,34,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,2.0,none,128,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([29.0096,  5.5760])","tensor([30.3576,  6.0095])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_210342476_exp_id_37,210342476,50,False?
151,0.6465179009318294,0.6148409893992933,47,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,2.0,cosine,128,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([30.5174,  5.5407])","tensor([31.1203,  5.7205])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_980342676_exp_id_151,980342676,50,False?
75,0.5730750367827366,0.5512367491166078,41,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,2.0,decay,0,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([20.4528,  5.7502])","tensor([21.4864,  6.1416])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_642731685_exp_id_75,642731685,50,False?
25,0.6656449239823443,0.6497349823321554,49,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,2.0,cosine,128,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([29.6934,  5.4673])","tensor([31.0394,  6.0983])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_702546693_exp_id_25,702546693,50,False?
41,0.5972290338401177,0.6051236749116607,15,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,2.0,decay,256,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([27.1463,  5.5124])","tensor([27.8613,  5.7710])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_210342476_exp_id_41,210342476,50,False?
79,0.6221186856302109,0.6121908127208481,45,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,2.0,cosine,128,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([30.0306,  5.4834])","tensor([31.0692,  5.8191])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_642731685_exp_id_79,642731685,50,False?
169,0.6288621873467386,0.6342756183745583,42,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,2.0,cosine,128,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([30.9115,  5.6039])","tensor([32.3484,  5.7476])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_416302576_exp_id_169,416302576,50,False?
100,0.6586562040215792,0.6545936395759717,45,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,0.5,none,128,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([30.3269,  5.4807])","tensor([31.4937,  5.9013])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_431267089_exp_id_100,431267089,50,False?
135,0.3673369298675821,0.482773851590106,32,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,0.5,none,0,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([12.4684,  5.3683])","tensor([11.1833,  4.7130])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_301420567_exp_id_135,301420567,50,False?
177,0.5397253555664542,0.5362190812720848,29,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,0.5,cosine,0,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([21.8662,  5.7942])","tensor([22.9530,  6.2378])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_416302576_exp_id_177,416302576,50,False?
11,0.6589014222658166,0.661660777385159,32,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,0.5,none,256,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([29.5016,  5.6092])","tensor([30.2285,  6.0796])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_11,100364571,50,False?
36,0.2270720941638057,0.3189045936395759,48,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,2.0,none,0,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([6.4905, 4.7914])","tensor([6.3080, 5.6636])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_210342476_exp_id_36,210342476,50,False?
22,0.6045855811672388,0.6046819787985865,25,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,2.0,decay,128,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([27.1186,  5.4413])","tensor([28.1972,  6.0513])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_702546693_exp_id_22,702546693,50,False?
48,0.5267287886218734,0.5490282685512368,20,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,0.5,decay,0,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([20.1710,  5.6512])","tensor([20.9451,  5.7706])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_210342476_exp_id_48,210342476,50,False?
101,0.6628249141736146,0.6704946996466431,45,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,0.5,none,256,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([28.3780,  5.5633])","tensor([29.1248,  6.1062])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_431267089_exp_id_101,431267089,50,False?
31,0.5522314860225601,0.5693462897526502,16,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,0.5,decay,128,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([25.9412,  5.4736])","tensor([27.2045,  5.7337])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_702546693_exp_id_31,702546693,50,False?
8,0.6525257479156449,0.6682862190812721,31,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,2.0,cosine,256,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([28.0681,  5.5621])","tensor([28.7018,  6.3348])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_8,100364571,50,False?
2,0.6817067189798921,0.6735865724381626,48,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,2.0,none,256,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([29.6602,  5.6674])","tensor([30.4982,  6.0954])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_2,100364571,50,False?
105,0.5334722903384012,0.5459363957597173,25,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,0.5,cosine,0,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([20.5548,  5.6664])","tensor([21.1658,  5.6935])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_431267089_exp_id_105,431267089,50,False?
124,0.6516674840608141,0.6378091872791519,37,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,0.5,cosine,128,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([30.0886,  5.4708])","tensor([30.9945,  5.8563])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_613427981_exp_id_124,613427981,50,False?
13,0.5919568415890142,0.6007067137809188,42,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,0.5,decay,128,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([27.1007,  5.6058])","tensor([28.2007,  5.9599])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_13,100364571,50,False?
109,0.6417361451692006,0.6559187279151943,40,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,2.0,none,128,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([30.4796,  5.4477])","tensor([32.4060,  5.8649])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_613427981_exp_id_109,613427981,50,False?
0,0.2385973516429622,0.3480565371024735,47,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,2.0,none,0,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([5.0513, 4.9561])","tensor([5.0886, 4.4192])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_100364571_exp_id_0,100364571,50,False?
143,0.6410004904364884,0.6603356890459364,40,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,0.5,cosine,256,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([28.9740,  5.5298])","tensor([29.8720,  5.8831])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_301420567_exp_id_143,301420567,50,False?
104,0.5978420794507111,0.5680212014134276,31,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,0.5,decay,256,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([28.6299,  5.5368])","tensor([29.0656,  5.8946])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_431267089_exp_id_104,431267089,50,False?
87,0.5175331044629721,0.5331272084805654,25,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,0.5,cosine,0,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([20.3258,  5.6765])","tensor([21.0099,  5.8944])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_642731685_exp_id_87,642731685,50,False?
68,0.5539480137322217,0.598939929328622,12,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,0.5,decay,256,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([26.0957,  5.5156])","tensor([27.9895,  6.1025])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_712492346_exp_id_68,712492346,50,False?
137,0.6341343795978421,0.6713780918727915,40,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,0.5,none,256,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([29.4249,  5.5677])","tensor([30.4665,  6.1545])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_301420567_exp_id_137,301420567,50,False?
64,0.6618440411966651,0.6528268551236749,38,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,0.5,none,128,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([28.2878,  5.5160])","tensor([29.2363,  5.6992])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_712492346_exp_id_64,712492346,50,False?
150,0.4151544874938695,0.4143109540636042,27,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,2.0,cosine,0,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([15.6047,  5.6887])","tensor([15.8351,  5.9068])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_980342676_exp_id_150,980342676,50,False?
97,0.6286169691025012,0.6205830388692579,37,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,2.0,cosine,128,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([30.6157,  5.4647])","tensor([31.1516,  6.2375])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_431267089_exp_id_97,431267089,50,False?
32,0.5864394310936734,0.588339222614841,22,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,0.5,decay,256,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([27.6064,  5.6444])","tensor([28.2620,  5.9155])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_702546693_exp_id_32,702546693,50,False?
158,0.5833742030407062,0.6360424028268551,11,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,0.5,decay,256,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([26.6105,  5.4778])","tensor([28.1184,  6.0971])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_980342676_exp_id_158,980342676,50,False?
138,0.5750367827366356,0.5680212014134276,27,[256],"('random', [-1, 2])",128,16,16,8,16,0.5,0.5,"[2000.0, 4000.0]","[1600.0, 1600.0]",0.000244140625,0,0.5,decay,0,1.0,1.0,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([21.4445,  5.7467])","tensor([22.1694,  6.0486])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_8_301420567_exp_id_138,301420567,50,False?
