id,train_acc,val_acc,best_epoch,Neurons,vdecay,vedecay_rec,hidden_layer,out_layer,lr_hidden,lr_hidden_rec,lr_output,data_params,train_activations,val_activations,train_activations_fb,fb_angle,fb_ratio,session_name,seed,epochs
73,0.6472535556645415,0.6143992932862191,10,[512],0.5,0.5,"[3.0, 6.0]","[1.0, 1.0]",0.01,0.1,0.01,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([28.4577, 12.4305])","tensor([28.1862, 12.9873])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_73,100364571,50
8,0.763241785188818,0.6347173144876325,26,[256],0.5,0.5,"[2.0, 4.0]","[1.0, 2.0]",0.01,0.1,0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([38.7983, 26.1199])","tensor([38.9566, 26.5128])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_8,100364571,50
71,0.8285924472780775,0.7031802120141343,26,[512],0.5,0.5,"[3.0, 3.0]","[1.0, 2.0]",0.003,0.1,0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([33.5755, 20.3559])","tensor([34.0308, 20.9307])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_71,100364571,50
88,0.6687101520353115,0.6263250883392226,9,[512],0.5,0.5,"[6.0, 6.0]","[1.0, 1.0]",0.003,0.1,0.01,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([22.7373, 12.8482])","tensor([22.9589, 14.4452])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_88,100364571,50
31,0.534698381559588,0.517226148409894,8,[256],0.5,0.5,"[3.0, 6.0]","[1.0, 2.0]",0.01,0.1,0.01,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([30.0257, 22.0807])","tensor([29.7857, 21.8781])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_31,100364571,50
13,0.6351152525747915,0.6157243816254417,10,[256],0.5,0.5,"[3.0, 3.0]","[1.0, 1.0]",0.01,0.1,0.01,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([27.5523, 17.6708])","tensor([27.0210, 18.4973])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_13,100364571,50
4,0.6326630701324178,0.5896643109540636,11,[256],0.5,0.5,"[2.0, 4.0]","[1.0, 1.0]",0.003,0.1,0.01,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([28.4337, 17.2067])","tensor([27.9355, 18.4927])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_4,100364571,50
40,0.7053702795487984,0.6603356890459364,13,[256],0.5,0.5,"[6.0, 6.0]","[1.0, 1.0]",0.003,0.1,0.01,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([24.6086, 20.1750])","tensor([24.9698, 20.6214])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_40,100364571,50
64,0.6375674350171653,0.6236749116607774,9,[512],0.5,0.5,"[3.0, 3.0]","[1.0, 1.0]",0.003,0.1,0.01,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([25.6297, 12.7773])","tensor([25.8817, 14.9584])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_64,100364571,50
1,0.5967385973516429,0.598939929328622,9,[256],0.5,0.5,"[2.0, 4.0]","[1.0, 1.0]",0.01,0.1,0.01,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([28.0353, 18.4312])","tensor([27.7244, 18.9398])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_1,100364571,50
69,0.3578960274644434,0.3811837455830388,2,[512],0.5,0.5,"[3.0, 3.0]","[1.0, 2.0]",0.003,0.1,0.03,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([21.8959, 11.9206])","tensor([22.7944, 14.3489])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_69,100364571,50
85,0.6373222167729279,0.5901060070671378,9,[512],0.5,0.5,"[6.0, 6.0]","[1.0, 1.0]",0.01,0.1,0.01,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([26.5172, 12.0599])","tensor([26.3179, 14.0870])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_85,100364571,50
63,0.4878616969102501,0.4726148409893993,4,[512],0.5,0.5,"[3.0, 3.0]","[1.0, 1.0]",0.003,0.1,0.03,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([21.9169, 10.4413])","tensor([21.7710, 12.6833])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_63,100364571,50
16,0.6866110838646395,0.6554770318021201,13,[256],0.5,0.5,"[3.0, 3.0]","[1.0, 1.0]",0.003,0.1,0.01,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([26.6143, 19.4313])","tensor([26.4579, 19.9791])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_16,100364571,50
28,0.6186856302108877,0.6179328621908127,13,[256],0.5,0.5,"[3.0, 6.0]","[1.0, 1.0]",0.003,0.1,0.01,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([29.0560, 17.5288])","tensor([28.8470, 18.5472])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_28,100364571,50
6,0.3409759686120647,0.3387809187279152,2,[256],0.5,0.5,"[2.0, 4.0]","[1.0, 2.0]",0.01,0.1,0.03,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([23.2686, 12.5128])","tensor([23.0885, 16.3367])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_6,100364571,50
17,0.8634134379597842,0.7159893992932862,48,[256],0.5,0.5,"[3.0, 3.0]","[1.0, 1.0]",0.003,0.1,0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([36.3234, 19.6835])","tensor([36.8504, 19.9642])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_17,100364571,50
23,0.7741539970573811,0.6629858657243817,31,[256],0.5,0.5,"[3.0, 3.0]","[1.0, 2.0]",0.003,0.1,0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([37.3989, 22.9678])","tensor([37.7326, 23.2690])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_23,100364571,50
26,0.8111819519372241,0.7009717314487632,34,[256],0.5,0.5,"[3.0, 6.0]","[1.0, 1.0]",0.01,0.1,0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([37.6478, 21.9103])","tensor([37.5914, 21.9993])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_26,100364571,50
65,0.88805787150564,0.7469081272084805,36,[512],0.5,0.5,"[3.0, 3.0]","[1.0, 1.0]",0.003,0.1,0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([32.5996, 17.8749])","tensor([32.6371, 18.0150])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_65,100364571,50
35,0.7957332025502697,0.6762367491166078,31,[256],0.5,0.5,"[3.0, 6.0]","[1.0, 2.0]",0.003,0.1,0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([36.8566, 23.3452])","tensor([36.8967, 23.7674])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_35,100364571,50
57,0.4502206964198136,0.4549469964664311,4,[512],0.5,0.5,"[2.0, 4.0]","[1.0, 2.0]",0.003,0.1,0.03,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([25.5797, 13.5186])","tensor([26.6921, 13.8679])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_57,100364571,50
94,0.6412457086807258,0.6104240282685512,8,[512],0.5,0.5,"[6.0, 6.0]","[1.0, 2.0]",0.003,0.1,0.01,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([20.5045, 20.0194])","tensor([20.8100, 20.9341])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_94,100364571,50
79,0.5766307013241785,0.5852473498233216,7,[512],0.5,0.5,"[3.0, 6.0]","[1.0, 2.0]",0.01,0.1,0.01,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([27.4537, 15.1364])","tensor([27.5175, 16.3905])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_79,100364571,50
76,0.7101520353114271,0.659452296819788,13,[512],0.5,0.5,"[3.0, 6.0]","[1.0, 1.0]",0.003,0.1,0.01,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([27.4270, 13.4656])","tensor([27.4231, 13.8579])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_76,100364571,50
72,0.3287150564001961,0.3418727915194346,4,[512],0.5,0.5,"[3.0, 6.0]","[1.0, 1.0]",0.01,0.1,0.03,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([23.1422,  5.7943])","tensor([23.6787,  6.1296])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_72,100364571,50
44,0.7497547817557626,0.6629858657243817,32,[256],0.5,0.5,"[6.0, 6.0]","[1.0, 2.0]",0.01,0.1,0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([36.4335, 23.7027])","tensor([36.2383, 24.2284])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_44,100364571,50
53,0.8456351152525748,0.7049469964664311,30,[512],0.5,0.5,"[2.0, 4.0]","[1.0, 1.0]",0.003,0.1,0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([33.7694, 19.5642])","tensor([33.7557, 20.1495])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_53,100364571,50
43,0.5372731731240804,0.5212014134275619,7,[256],0.5,0.5,"[6.0, 6.0]","[1.0, 2.0]",0.01,0.1,0.01,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([26.0173, 24.4140])","tensor([25.3525, 24.8984])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_43,100364571,50
58,0.6136586562040216,0.5419611307420494,7,[512],0.5,0.5,"[2.0, 4.0]","[1.0, 2.0]",0.003,0.1,0.01,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([26.6352, 15.7252])","tensor([26.3120, 17.2823])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_58,100364571,50
2,0.81902893575282,0.7195229681978799,31,[256],0.5,0.5,"[2.0, 4.0]","[1.0, 1.0]",0.01,0.1,0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([38.3936, 21.7367])","tensor([38.2442, 22.1476])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_2,100364571,50
86,0.8870769985286905,0.7654593639575972,36,[512],0.5,0.5,"[6.0, 6.0]","[1.0, 1.0]",0.01,0.1,0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([32.4131, 18.1342])","tensor([32.5219, 18.5407])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_86,100364571,50
87,0.511280039234919,0.5706713780918727,4,[512],0.5,0.5,"[6.0, 6.0]","[1.0, 1.0]",0.003,0.1,0.03,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([19.4655, 11.3397])","tensor([19.3732, 12.0106])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_87,100364571,50
10,0.5790828837665523,0.5750883392226148,7,[256],0.5,0.5,"[2.0, 4.0]","[1.0, 2.0]",0.003,0.1,0.01,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([26.8561, 25.9520])","tensor([26.3103, 26.6180])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_10,100364571,50
50,0.8180480627758705,0.7106890459363958,21,[512],0.5,0.5,"[2.0, 4.0]","[1.0, 1.0]",0.01,0.1,0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([36.0030, 20.3269])","tensor([35.6896, 21.1043])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_50,100364571,50
37,0.6053212358999509,0.6183745583038869,9,[256],0.5,0.5,"[6.0, 6.0]","[1.0, 1.0]",0.01,0.1,0.01,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([26.9575, 18.2416])","tensor([26.7270, 19.1869])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_37,100364571,50
54,0.3441638057871505,0.4081272084805654,2,[512],0.5,0.5,"[2.0, 4.0]","[1.0, 2.0]",0.01,0.1,0.03,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([23.7008, 11.2238])","tensor([23.6970, 15.2845])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_54,100364571,50
60,0.3968857282981853,0.4421378091872791,4,[512],0.5,0.5,"[3.0, 3.0]","[1.0, 1.0]",0.01,0.1,0.03,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([21.5253,  5.7354])","tensor([21.3132,  5.7402])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_60,100364571,50
82,0.6188082393330063,0.5649293286219081,8,[512],0.5,0.5,"[3.0, 6.0]","[1.0, 2.0]",0.003,0.1,0.01,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([25.8467, 17.2275])","tensor([25.9984, 17.0091])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_82,100364571,50
27,0.506620892594409,0.4761484098939929,5,[256],0.5,0.5,"[3.0, 6.0]","[1.0, 1.0]",0.003,0.1,0.03,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([22.6200, 14.4298])","tensor([22.6271, 14.6881])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_27,100364571,50
22,0.6391613536047082,0.6188162544169611,10,[256],0.5,0.5,"[3.0, 3.0]","[1.0, 2.0]",0.003,0.1,0.01,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([27.1911, 24.0433])","tensor([26.9270, 23.5846])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_22,100364571,50
80,0.8051741049534086,0.7221731448763251,21,[512],0.5,0.5,"[3.0, 6.0]","[1.0, 2.0]",0.01,0.1,0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([34.1047, 23.0399])","tensor([33.8289, 23.2479])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_80,100364571,50
25,0.5530897498773909,0.5702296819787986,11,[256],0.5,0.5,"[3.0, 6.0]","[1.0, 1.0]",0.01,0.1,0.01,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([28.5537, 17.0439])","tensor([28.1023, 18.1049])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_25,100364571,50
36,0.4640755272192251,0.4518551236749116,5,[256],0.5,0.5,"[6.0, 6.0]","[1.0, 1.0]",0.01,0.1,0.03,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([23.8126, 13.8203])","tensor([23.0374, 15.8326])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_36,100364571,50
18,0.3231976459048553,0.3515901060070671,2,[256],0.5,0.5,"[3.0, 3.0]","[1.0, 2.0]",0.01,0.1,0.03,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([21.0748,  9.7953])","tensor([20.9634, 15.8916])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_18,100364571,50
38,0.8344776851397744,0.7204063604240283,32,[256],0.5,0.5,"[6.0, 6.0]","[1.0, 1.0]",0.01,0.1,0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([34.3592, 21.1692])","tensor([34.4161, 21.5071])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_38,100364571,50
29,0.8466159882295243,0.7340989399293286,43,[256],0.5,0.5,"[3.0, 6.0]","[1.0, 1.0]",0.003,0.1,0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([36.6435, 19.7864])","tensor([36.8319, 20.3898])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_29,100364571,50
78,0.4435998038254046,0.4801236749116608,4,[512],0.5,0.5,"[3.0, 6.0]","[1.0, 2.0]",0.01,0.1,0.03,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([25.1671, 12.5585])","tensor([26.1041, 13.4027])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_78,100364571,50
24,0.3109367336929867,0.3189045936395759,3,[256],0.5,0.5,"[3.0, 6.0]","[1.0, 1.0]",0.01,0.1,0.03,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([22.7609,  4.8971])","tensor([24.2274,  7.1306])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_v3_neurons/shd_biograd_rec_1_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_v3_neurons_24,100364571,50
